1718 ?
 184 porsangi
 180 kvensk
 176 jeesus
 161 |
 116 i
  89 sillon
  88 t
  85 jeesuksen
  71 til
  66 vanhaa
  64 mun
  63 oversatt
  59 on
  58 saatto
  52 mulle
  51 alko
  51 a
  49 siittä
  49 oikheen
  49 og
  48 vuossárga
  48 mandag
  48 annan
  46 tärkeä
  46 tirsdag
  46 piti
  46 maŋŋebárga
  45 kaisa
  44 muut
  44 mulla
  44 institutti-kvensk
  43 v
  42 sulle
  42 soon
  39 olkhoon
  38 mihiin
  37 yks
  37 rohtorin
  37 n
  35 kväänitten
  34 ð
  34 varenkhiin
  34 varengin
  34 oi
  32 s
  32 ruokaa
  32 muutammat
  32 mies
  32 ihmisiä
  32 e
  31 sentähðen
  31 pohjas-ruijan
  30 miitä
  30 elläimile
  30 antaa
  29 ä
  29 pohjas-ruijassa
  28 sulla
  26 velimatti
  25 ville
  25 vanhoitten
  25 tieten
  25 nähhä
  25 h
  24 vaatheet
  24 tornionlaaksosta
  24 nuutti
  24 muu
  24 matseeni
  24 kokonhaansa
  24 hakemahaan
  24 alattiossa
  23 löytää
  23 kristuksen
  23 ihmisile
  22 ruvan
  22 pitke
  22 piiain
  22 o
  22 muun
  21 vanhaat
  21 mooni
  21 m
  21 laathaan
  21 kööpenhaminassa
  21 kert
  20 siirythiin
  20 pieniä
  20 noin
  20 me
  20 kategoorii
  20 hääty
  19 vanhaasta
  19 vaikea
  19 perhe
  19 laila
  19 kansaa
  19 kalenterin
  18 võron
  18 vuen
  18 u
  18 käythöön
  18 au
  17 parempi
  17 kategooriin
  17 alattion
  16 virtanen
  16 vieras
  16 työkaluja
  16 sentähen
  16 selvästi
  16 sannoi
  16 saannu
  16 ragnhild
  16 olevan
  16 nauro
  16 mansi
  16 löytyy
  16 hevosela
  16 enimät
  16 elämää
  16 det
  16 autoriteetit
  15 vaatheita
  15 tähään
  15 tietää
  15 tehhä
  15 tartte
  15 siat
  15 porsangen
  15 mukhaan
  15 lemmijovessa
  15 kväänejä
  15 kasvit
  15 hunteerasi
  15 attila
  15 alattihoon
  14 you
  14 tornion
  14 tarttema
  14 tapattunu
  14 taivhaasheen
  14 sun
  14 siheen
  14 pohjas-ruijhaan
  14 näyttämäpelin
  14 laukko
  14 klossi
  14 kenkkiänne
  14 jerusaleemhiin
  14 hansen
  14 esitteet
  14 erikoisesti
  13 vanhaan
  13 tää
  13 työtelemhään
  13 tyystin
  13 tua
  13 tervheisiä
  13 takashiin
  13 silmiä
  13 sanger
  13 rauhalisesti
  13 peekkasi
  13 nähjä
  13 nye
  13 monikertaisuuðen
  13 mennesker
  13 maarian
  13 kun
  13 kirjoittanu
  13 kertaa
  13 kekkä
  13 k
